Customers 50 
Coordinate X	Coordinate Y	Demand
13.113900601721276	-1.0733276017869593	1.8468887091796329
12.116825641387498	-3.380638716869434	1.0837734945382496
14.492834978803149	-2.882580498838558	2.2447880393725543
10.300516221387948	-1.143777698925895	1.7596453622483863
12.880545752841044	-3.483139252375051	1.1280883805623438
15.392975300067851	-3.6716902835606464	1.787884903821618
9.742489133378973	0.3964437069266933	1.5423002587476882
14.070598063237123	-2.1004741091674353	40.52216658308934
14.398307114516685	-2.5399299022509996	2.3859837912643793
13.48208127981371	-4.603943141001447	1.6135077953872858
12.538214986850944	-5.177755715653741	2.0467863791812806
7.6166929952411895	1.1602108062243643	0.9311189416450825
4.2461520200275675	5.651683609708471	2.107499973866645
0.8840408360891352	-0.5589878273681936	56.71361902634645
3.0215986817967853	1.1119490484227768	0.8348656543415724
3.7220721111427975	0.6518385688364385	2.263520424969616
8.437601617135222	9.852841814410967	0.18081909067180268
8.568196676926059	4.467451662546415	2.104529894189672
9.938485240007115	3.8659139172228496	0.2563180447429661
1.9080973074148089	0.6579654027831072	1.0592538319987335
6.842821526254108	2.3284620875588127	1.249765684452946
8.087953021496574	6.336933300587113	0.21719770700032837
2.7993718118957034	2.436654951520754	2.407760489375815
11.326831496487703	5.4958008735771084	50.13466609187149
1.746066192081165	7.414828323396212	0.9589884633530721
4.647944532785603	1.6044869231254106	0.738062001944866
4.1096111796010755	1.2924935524608834	13.207023420685129
1.5870484238923137	3.636122728025782	2.233477964008065
1.0046778703883132	2.6515393329347354	2.3804544013636155
8.810014630299989	2.2877425759500283	1.2594535221349257
4.260608008565369	2.436740769411047	2.2832899251150067
4.412759964817232	2.355333448121496	0.20548909145827438
6.171651710001912	8.332800583162859	1.677815988925956
7.328663580053533	7.177384219925652	0.860888080082227
4.497882947593208	2.5903340847027896	2.158288836228262
0.05717776156337884	2.392486201233449	0.49592293735192666
5.634285601484811	2.582012543861339	1.707192383725692
8.154235950174321	7.49342997560924	0.5665536316978986
6.819185237561284	0.9565330796548879	2.1139978144421576
4.611051825979926	6.3578075833951875	0.656107495951127
1.8563208131641504	4.214210664070203	1.8564180503920789
6.504793343287012	2.8610048802622017	1.733747129414565
-1.5191042164160304	11.659452591896125	1.2523018540325812
1.8860336314031616	12.498057424853267	47.0412380251623
-3.5316870945973844	12.120762371521593	1.4242753209402257
1.040230493201921	11.633556981240654	1.4425979206437178
-1.0004050873420296	13.011285888039852	1.9050071523698837
-0.5245650243604693	12.645879964803907	0.9751535729781813
1.873541933625368	10.639773642964473	3.6266894062742545
0.3521304121716592	11.560710572158643	0.812239236132225
