#Customer 1000
x	y	technician
14.813240219882694	12.377003270550379	0
19.294286866115762	-0.7375012841367834	0
-11.468921163946764	4.119349194694171	0
3.7490550883115548	-5.508365738423171	0
-15.033063321203102	5.780915865646343	0
18.235630390714043	-9.524751885963996	0
-12.667298393344915	-16.83652919938284	0
19.62085712370311	1.724729768003499	0
-12.949371206300576	7.340506813706962	0
11.032447399305072	-14.493138005577038	0
16.1808734837373	-3.790598873738449	0
-13.016069758193215	-1.5258072859169358	0
-7.873039936985977	10.294460853216233	0
17.14958047738193	7.286300432818709	0
17.5036454371785	-15.975918604937846	0
16.250081147820033	1.2908813538721153	0
5.934545516240406	7.748383501137246	0
14.549405858821611	10.70518761209318	0
17.968166656226305	-13.628696335512508	0
6.696572153916618	6.379792389853236	0
-12.366137094662694	-6.34826466365789	0
-13.643913448382508	-2.909936465451377	0
16.222699309241722	-4.11087014316363	0
-11.82661664858891	1.8920744541078882	0
-8.769193977021201	-0.7336411846019253	0
-0.35749795251370564	1.291276833252537	0
5.409582356105176	11.371416801491643	0
-19.22395261851324	-4.176751293302563	0
17.911609259164972	-12.067488188966568	0
-2.092075328811318	14.081841037642583	0
-17.14446967852951	5.157489901067556	0
-10.655676582755262	-8.012136180418143	0
4.072635947575778	3.6417050793532413	0
-19.207338433002846	15.283220483277521	0
-0.5661430264314937	-18.75510990086038	0
-8.52897774128428	11.393168778057149	0
-11.098930994162313	7.427185655175967	0
-1.904155063544959	15.412037322416463	0
0.466456905757906	-4.428868484805215	0
-9.395686418751147	-9.078212661419794	0
8.766694524785219	8.873730836166924	0
5.412410532383003	18.098465253834107	0
-14.703910316136227	-13.967026794372233	0
10.210089111845736	17.159205534613662	0
-3.4065701028290896	10.359489108875657	0
4.943667279428463	-18.51430751347452	0
18.330770644205	-18.457922265011128	0
0.42835829764951594	-1.6095935828792296	0
-13.007556438461098	-4.168920716709783	0
1.356824275957722	19.66060498014543	0
17.095029356039397	1.8168494502336863	0
-5.7092734592892125	-4.181283435073224	0
-17.29653678628052	-3.1831820394419275	0
-2.326766818055006	14.315005246139494	0
1.769689515451387	3.1072318315774883	0
-4.836426664050415	-3.989426623380412	0
1.469211448796175	11.448318359619849	0
-16.582921417020838	-3.531045761055691	0
-15.706976824736426	-16.206334441513736	0
17.66765508876523	-19.62241996354329	0
16.115107742052576	-8.580020749495398	0
-12.088125130245523	10.739132192250587	0
-1.579687742270779	-13.654423430909235	0
-18.681469815815454	7.827137694604076	0
-10.824403422577982	-2.0334530149403207	0
17.39877621051583	-6.065536734461157	0
0.4563020037512544	-9.218255568759325	0
19.071602947985138	15.07641331180729	0
4.9982180011005894	9.299668694754345	0
12.245654451946383	4.3538931850962515	0
-17.59456795788031	-19.1424145937675	0
-16.95994058666543	-16.43878434789471	0
-14.355578235044586	-14.769231389571168	0
-18.76588915200355	-4.825619646356585	0
6.766293596954043	-19.36249726840114	0
-12.367436058117143	-8.790306137191024	0
2.314270347403946	6.9030815844386195	0
-19.498053182359545	12.364058732388322	0
-12.28799893428163	9.17555425596424	0
11.19488637416378	-9.371186943210699	0
-19.85051718496349	18.945285862595274	0
13.84106013322258	12.571912053214135	0
6.762563458411068	1.2573165811710973	0
9.563918880254377	-1.1429660551626863	0
-8.718469856473359	5.406062541251653	0
-7.222874220010089	12.502382919914368	0
-4.96334533597945	5.021001116525614	0
1.696105896667679	-3.649093045327625	0
1.1329321321383423	18.56237515173462	0
8.61869939964405	-17.39809484865289	0
-5.662468140684709	9.998533050297436	0
-6.388598422856093	15.494465031053345	0
-7.187968378138652	19.32598875120894	0
15.261011177499011	-16.84044849865466	0
1.0492382559442515	14.978399030332262	0
8.62725561661664	-3.7354480433093906	0
11.514313613988985	4.425808106310671	0
0.16371308899342463	-12.974438899366149	0
-4.6693701233652	10.461440531860259	0
-3.142336161325745	-6.77813920411372	0
-11.621797185269124	15.479939106916166	0
12.521448714626953	19.558499445774842	0
0.4470136124088553	-13.585511008297622	0
-10.887972223240357	19.985418446637837	0
-18.566556994438468	-3.650075842516234	0
5.551057101133465	-19.446454652342638	0
-13.88769563697438	-16.428751876716735	0
-14.96615462998201	-12.946901461054722	0
-15.612012378611059	12.231389197396446	0
-9.629902645320385	0.16820986060571474	0
18.085470131815285	-10.82747202789822	0
-11.396583555425007	8.849947755057013	0
13.90120317931029	14.84812464655112	0
-12.133058519839132	12.38428908419662	0
-19.395870858154026	10.161236013521746	0
-17.521485563839118	-17.225939425763315	0
-14.36563442443759	19.796617092432687	0
8.402500871108245	14.805527258336726	0
7.835479827985896	-8.018921360215554	0
9.543197682565419	9.551956720323215	0
-4.701845966090339	-12.322219801698754	0
-5.588703903511707	-10.379474463352558	0
6.746115868009044	-9.978900165337539	0
-9.267932376788153	19.238687039580707	0
17.20674570895587	3.196572173703056	0
-4.518060090458831	-15.012855917049253	0
5.529334371633778	-6.55096201408941	0
4.084028944599809	-10.10880465688607	0
-16.40989192270022	-6.552589246682978	0
-3.732802948686431	13.327494337738436	0
-13.609783718265064	11.65522762102469	0
15.8609629857148	16.412952930269263	0
-10.7523958655309	18.10242370027875	0
15.554162548215977	10.68184018752837	0
8.335585281554367	-16.586919217768425	0
-10.440580402368216	5.464921638653246	0
-2.742486059511031	6.073783648174804	0
5.439108894078899	-15.172040243431347	0
-14.152877388236318	10.826296382269632	0
11.768056589481738	-6.841822430674744	0
-16.41023902397353	4.064939011966167	0
-4.8621092079528605	-17.636025802024466	0
1.0691932583059405	-8.696332485290634	0
9.803689795805255	14.718153824853424	0
9.061397737852918	8.566613125157602	0
-6.768055601527987	8.338515778734653	0
-19.035597969182238	-14.683064891124694	0
-17.403975795710785	-15.098740643275512	0
14.76504828404941	7.758912897272285	0
-10.533115084192136	19.756356985764967	0
-8.761746524226117	-6.358595412731489	0
-18.065553819130233	0.11848173589605882	0
-4.1071523234999985	8.518612870993657	0
-0.3799906016378207	9.460717028400666	0
17.966257343056952	7.64653147265816	0
15.433714583446294	12.47400021134347	0
18.014387110699168	-19.865353059691053	0
12.430144615101195	-9.85095969074409	0
15.154739447001013	-8.666425042624937	0
-1.1794493627305425	8.266153119589589	0
0.8682073495153286	-16.745606630811732	0
-15.959513637577736	-7.9115687640672006	0
-11.887959917579526	-16.641172549468454	0
-16.231142668311268	-2.5086215787966726	0
17.669406383451328	-4.946520623543389	0
17.266641106374564	4.682811417336663	0
4.937834319148626	5.0875899854228335	0
9.113122683143494	12.60929049981343	0
-0.5946281974639911	2.0083641746769176	0
-15.598610700399176	8.055700036613555	0
-7.845650002113365	7.323998558580009	0
14.144186132086446	13.792809793289642	0
19.24281365263448	8.721887699664578	0
2.479832249668097	16.578682323562653	0
-9.100625864168066	-12.080026593604284	0
-4.02922820331622	4.046271742385992	0
4.234488251355608	9.732103349100022	0
-11.129355667854943	-10.59228220720328	0
-16.2237500779092	-2.968050169072658	0
13.775065975814318	5.712025824612628	0
-9.935918114139696	10.510546804109357	0
-11.983770400914837	-17.494346241307927	0
-14.003082696388415	3.575525317301693	0
8.98136060324195	-10.854154115872614	0
-18.45918997446852	-4.751162826065198	0
17.68352427830738	3.144421489161946	0
17.37701475562579	7.078641196109063	0
19.97160604207989	-5.286614412003443	0
17.02895190298385	-13.91893172190915	0
4.28703990587326	-9.602165120117538	0
-0.19360635433252948	14.238923775795701	0
13.094910811140728	17.040278806106357	0
-6.108095646522695	-16.4472620323791	0
13.151690081974827	19.094413815723588	0
-4.616815395051552	-14.31987600838005	0
-13.91515441558175	-5.4246840603240765	0
9.658080405986812	-2.891027134901978	0
-15.705097722249395	6.494451325298769	0
-11.094886475003797	7.79648356971538	0
0.13122295037068188	-2.4151652269759927	0
1.6784893428206349	-11.475405041289623	0
-7.1427353939663	-14.45803549977024	0
5.343650319940654	-14.805585814566552	0
11.700523951096052	-10.178604997824344	0
-3.3801208003812766	-4.650821622489203	0
-12.948928455082136	-9.617467087428828	0
10.241614978979086	13.718787952568348	0
15.840047880673005	13.702043517181215	0
13.841427154877124	-12.365787854606651	0
-4.452560608763418	-13.791574398857023	0
6.970531874226515	16.359831309046776	0
3.362117729100347	0.6287219440373937	0
16.693206922332145	-10.763334618966432	0
-9.197583217657055	3.364570732406884	0
-5.986269060932332	-8.053460976294478	0
-1.229055966523811	17.33293952923409	0
12.083724763084218	5.5233304226883195	0
5.760241187919157	-10.462949430771351	0
